guid,listing_id,url,title,price_original,currency,price_kes,price_tier,price_tier_encoded,price_delta,relative_price_ratio,category,category_encoded,category_popularity,subcategory,subcategory_encoded,location,location_type,location_type_encoded,domain,domain_encoded,domain_popularity,description,seller_name,image_count,has_images,image_rich,title_length,title_word_count,has_description,description_length,timestamp,crawl_source,crawl_source_encoded,first_seen,days_listed,days_since_posting,freshness_score,is_weekend,hour_of_day,day_of_week,month,quarter,season,season_encoded,currency_encoded
-mpNQPNQgrNtpcOc0iE4ExoQ,JIJI-BD99C8DF92A0,https://jiji.co.ug/jobs-jacket---good-mpNQPNQgrNtpcOc0iE4ExoQ,Jacket - Good,92670.0,UGX,7228.26,economy,1,0.0,0.3,Jobs,4,8.0,Healthcare,20,Major City,other_area,2,jiji.co.ug,2,0.25,Brand new condition. Bought recently but no longer needed. First to see will buy.,Nairobi Deals,5,1,1,13,3,1,81,2022-04-22 08:14:41,common_crawl,0,2022-04-22 08:14:41,0,967,0.03009027081243731,0,8,4,4,2,Autumn,0,3
-mzr9RGbGDE8C9gGEdPVnZmu,JIJI-6D0986608853,https://jiji.com.ng/home & garden-skirt---like-new-mzr9RGbGDE8C9gGEdPVnZmu,Skirt - Like New,28470.0,NGN,2419.95,budget,0,0.0,0.27,Home & Garden,3,10.0,Furniture,18,Major City,other_area,2,jiji.com.ng,4,0.85,Genuine home & garden item in excellent condition. Located in Major City. Serious buyers only.,Direct Owner,7,1,1,16,4,1,94,2023-05-05 08:19:39,hybrid,1,2023-05-05 08:19:39,0,589,0.048465266558966075,0,8,4,5,2,Autumn,0,1
-mPnhWwQNWBPY4a9UEknyuv4,JIJI-2DF818838B9C,https://jiji.co.za/vehicles-toyota-premium-2020---like-new-mPnhWwQNWBPY4a9UEknyuv4,Toyota Premium 2020 - Like New,2826270.0,ZAR,22044906.0,luxury,2,0.0,62.26,Vehicles,7,25.0,Motorcycles,30,Major City,other_area,2,jiji.co.za,3,0.65,Price negotiable. Call or WhatsApp for more details. Delivery available within Major City.,Kenyan Seller,2,1,0,30,6,1,90,2024-11-10 00:22:18,wayback,2,2024-11-10 00:22:18,0,34,0.46875,1,0,6,11,4,Spring,1,4
-mj5lfgp0842H6Zhh1wm9Zif,JIJI-7897377CAFBA,https://jiji.co.za/fashion-traditional-attire---wedding-wear-mj5lfgp0842H6Zhh1wm9Zif,Traditional Attire - Wedding Wear,57480.0,ZAR,448344.0,mid_range,3,32569.490399095164,110.35,Fashion,2,12.0,Shoes,33,Major City,other_area,2,jiji.co.za,3,0.65,Imported item. Still under warranty. Excellent investment opportunity.,Mombasa Trader,3,1,0,33,5,1,70,2023-01-21 23:15:35,common_crawl,0,2023-01-21 23:15:35,0,692,0.04155124653739612,1,23,5,1,1,Summer,2,4
-mqJzn0h2TTFvlrPnl3QBIS9,JIJI-46EFF6483A3D,https://jiji.co.tz/electronics-gaming-console-samsung-+-games-bundle-mqJzn0h2TTFvlrPnl3QBIS9,Gaming Console Samsung + Games Bundle,118920.0,TZS,6302.76,economy,1,0.0,0.36,Electronics,1,22.0,Laptops,26,Major City,other_area,2,jiji.co.tz,1,0.35,Genuine electronics item in excellent condition. Located in Major City. Serious buyers only.,Best Price Kenya,3,1,0,37,6,1,92,2024-05-23 12:45:00,hybrid,1,2024-05-23 12:45:00,0,205,0.12765957446808512,0,12,3,5,2,Autumn,0,2
-mSVLXwWowaMCZ8CedfswiMz,JIJI-7EA5A779EEF2,https://jiji.co.ke/vehicles-honda-basic-blue---well-maintained-mSVLXwWowaMCZ8CedfswiMz,Honda Basic Blue - Well Maintained,751900.0,KES,751900.0,premium,4,0.0,2.12,Vehicles,7,25.0,Motorcycles,30,Eastleigh,other_area,2,jiji.co.ke,0,1.0,Price negotiable. Call or WhatsApp for more details. Delivery available within Eastleigh.,Jumia Seller,2,1,0,34,6,1,89,2024-11-20 15:18:01,common_crawl,0,2024-11-20 15:18:01,0,23,0.5660377358490566,0,15,2,11,4,Spring,1,0
-my7vGPiNNCF2mEpf6XARban,JIJI-D9EF6E2BCD39,https://jiji.com.ng/home & garden-skirt---fair-my7vGPiNNCF2mEpf6XARban,Skirt - Fair,28780.0,NGN,2446.3,budget,0,0.0,0.27,Home & Garden,3,10.0,Garden,19,Major City,other_area,2,jiji.com.ng,4,0.85,Brand new condition. Bought recently but no longer needed. First to see will buy.,Kenyan Seller,1,1,0,12,3,1,81,2023-06-10 17:12:12,wayback,2,2023-06-10 17:12:12,0,552,0.051546391752577324,1,17,5,6,2,Winter,3,1
-m8FHS4YJcqK47DnlrPf0m3r,JIJI-EF2672AFB1E5,https://jiji.co.za/electronics-tecno-camera-elite---professional-grade-m8FHS4YJcqK47DnlrPf0m3r,Tecno Camera Elite - Professional Grade,100290.0,ZAR,782262.0,premium,4,0.0,45.03,Electronics,1,22.0,Laptops,26,Major City,other_area,2,jiji.co.za,3,0.65,Genuine electronics item in excellent condition. Located in Major City. Serious buyers only.,Kenyan Seller,4,1,1,39,6,1,92,2023-12-04 11:39:45,wayback,2,2023-12-04 11:39:45,0,376,0.07389162561576355,0,11,0,12,4,Summer,2,4
-mSgOwd4FAjlGu1PUroDE3PU,JIJI-FD3B123AF186,https://jiji.co.za/jobs-skirt---good-mSgOwd4FAjlGu1PUroDE3PU,Skirt - Good,136950.0,ZAR,1068210.0,premium,4,0.0,44.79,Jobs,4,8.0,Driver,15,Major City,other_area,2,jiji.co.za,3,0.65,Ready for immediate pickup. Can deliver within Nairobi area. Cash or M-Pesa accepted.,Kenyan Seller,2,1,0,12,3,1,85,2023-09-10 15:50:47,common_crawl,0,2023-09-10 15:50:47,0,460,0.06122448979591836,1,15,6,9,3,Spring,1,4
-myzP3X7MIrt3vwmC6TJpHyV,JIJI-EC01BF913E04,https://jiji.co.tz/property-warehouse-43---industrial-area-myzP3X7MIrt3vwmC6TJpHyV,Warehouse 43 - Industrial Area,150000000.0,TZS,7950000.0,luxury,2,0.0,1.1,Property,5,18.0,Apartments,1,Major City,other_area,2,jiji.co.tz,1,0.35,Price negotiable. Call or WhatsApp for more details. Delivery available within Major City.,Best Price Kenya,3,1,0,30,5,1,90,2022-07-28 09:25:20,wayback,2,2022-07-28 09:25:20,0,870,0.03333333333333333,0,9,3,7,3,Winter,3,2
-maVPGSDYOUAO66MLy0ifao2,JIJI-B337D4696F06,https://jiji.com.ng/electronics-gaming-console-xiaomi-+-games-bundle-maVPGSDYOUAO66MLy0ifao2,Gaming Console Xiaomi + Games Bundle,35110.0,NGN,2984.35,budget,0,0.0,0.17,Electronics,1,22.0,Audio,2,Major City,other_area,2,jiji.com.ng,4,0.85,Genuine electronics item in excellent condition. Located in Major City. Serious buyers only.,Premium Items,3,1,0,36,6,1,92,2024-07-17 13:16:39,common_crawl,0,2024-07-17 13:16:39,0,149,0.16759776536312848,0,13,2,7,3,Winter,3,1
-mKZ9rVDWqlEy4xIwrPREOe5,JIJI-9ECBF12535C4,https://jiji.co.ug/electronics-gaming-pc---rtx-4060---like-new-mKZ9rVDWqlEy4xIwrPREOe5,Gaming PC - RTX 4060 - Like New,159440.0,UGX,12436.32,economy,1,0.0,0.72,Electronics,1,22.0,TVs,35,Major City,other_area,2,jiji.co.ug,2,0.25,Genuine electronics item in excellent condition. Located in Major City. Serious buyers only.,Amazon Export,2,1,0,31,8,1,92,2022-04-16 00:17:29,common_crawl,0,2022-04-16 00:17:29,0,973,0.029910269192422734,1,0,5,4,2,Autumn,0,3
-mImHkx7ffeAqufBX82w8XuB,JIJI-65A5E5151A7D,https://jiji.co.za/vehicles-subaru-standard---turbo---full-option-mImHkx7ffeAqufBX82w8XuB,Subaru Standard - Turbo - Full Option,8500000.0,ZAR,66300000.0,luxury,2,0.0,187.24,Vehicles,7,25.0,Motorcycles,30,Major City,other_area,2,jiji.co.za,3,0.65,Top quality item at fair price. No time wasters please. View in Major City.,Best Price Kenya,3,1,0,37,7,1,75,2023-01-05 23:38:44,wayback,2,2023-01-05 23:38:44,0,708,0.04065040650406504,0,23,3,1,1,Summer,2,4
-mknYL3owySh73ZyhRzYAkcL,JIJI-DA65E43A5472,https://jiji.com.ng/property-1br-apartment-nairobi-cbd---serviced-mknYL3owySh73ZyhRzYAkcL,1BR Apartment Nairobi CBD - Serviced,150000000.0,NGN,12750000.0,luxury,2,0.0,1.77,Property,5,18.0,Commercial,12,Major City,other_area,2,jiji.com.ng,4,0.85,Genuine property item in excellent condition. Located in Major City. Serious buyers only.,Kisumu Motors,2,1,0,36,6,1,89,2023-04-27 08:20:13,hybrid,1,2023-04-27 08:20:13,0,597,0.04784688995215311,0,8,3,4,2,Autumn,0,1
-miLg4HU75Mi7udt8b6uxdz4,JIJI-DDB5095AFF31,https://jiji.co.ug/electronics-smart-watch-huawei---fitness-tracker-miLg4HU75Mi7udt8b6uxdz4,Smart Watch Huawei - Fitness Tracker,76990.0,UGX,6005.22,economy,1,0.0,0.35,Electronics,1,22.0,Laptops,26,Major City,other_area,2,jiji.co.ug,2,0.25,Urgent sale! Moving out of country. Priced for quick sale. Slightly negotiable.,Best Price Kenya,3,1,0,36,6,1,79,2024-11-16 01:15:52,common_crawl,0,2024-11-16 01:15:52,0,28,0.5172413793103449,1,1,5,11,4,Spring,1,3
-mZqyvOkPG9jsvYKOBejfGkZ,JIJI-9D076787AB67,https://jiji.co.ke/fashion-jacket-wool-premium-quality-mZqyvOkPG9jsvYKOBejfGkZ,Jacket Wool Premium Quality,42750.0,KES,42750.0,economy,1,3639.1064690855687,10.52,Fashion,2,12.0,Bags,3,Machakos County,other_area,2,jiji.co.ke,0,1.0,Ready for immediate pickup. Can deliver within Nairobi area. Cash or M-Pesa accepted.,Trust Dealer Kenya,4,1,1,27,4,1,85,2023-05-09 00:38:03,wayback,2,2023-05-09 00:38:03,0,585,0.04878048780487805,0,0,1,5,2,Autumn,0,0
-mPRLjzwbCIT49xWeTc2nZYC,JIJI-44B509717B0D,https://jiji.co.ke/fashion-sunglasses-nissan-uv-protection-mPRLjzwbCIT49xWeTc2nZYC,Sunglasses Nissan UV Protection,45510.0,KES,45510.0,economy,1,1315.2591886827224,11.2,Fashion,2,12.0,Accessories,0,Mombasa Road,major_city,1,jiji.co.ke,0,1.0,Brand new condition. Bought recently but no longer needed. First to see will buy.,Kisumu Motors,3,1,0,31,4,1,81,2023-05-12 01:00:23,hybrid,1,2023-05-12 01:00:23,0,582,0.04901960784313726,0,1,4,5,2,Autumn,0,0
-mGCbLlLsH0RU2yJDd8BTn4F,JIJI-46AAD56F22AD,https://jiji.co.tz/property-holiday-home-5br---beach-access-mGCbLlLsH0RU2yJDd8BTn4F,Holiday Home 5BR - Beach Access,54663690.0,TZS,2897175.57,premium,4,0.0,0.4,Property,5,18.0,Houses,21,Major City,other_area,2,jiji.co.tz,1,0.35,Ready for immediate pickup. Can deliver within Nairobi area. Cash or M-Pesa accepted.,Quality Goods KE,3,1,0,31,6,1,85,2022-10-08 10:24:34,common_crawl,0,2022-10-08 10:24:34,0,798,0.036231884057971016,1,10,5,10,4,Spring,1,2
-m97A0aaYwjUaaK6Tq0lyBm1,JIJI-BB24617D7AD2,https://jiji.co.ke/property-office-space-75m²---eastleigh-cbd-m97A0aaYwjUaaK6Tq0lyBm1,Office Space 75m² - Eastleigh CBD,43195580.0,KES,43195580.0,luxury,2,0.0,5.99,Property,5,18.0,Office,31,Nakuru,major_city,1,jiji.co.ke,0,1.0,Urgent sale! Moving out of country. Priced for quick sale. Slightly negotiable.,Kenyan Seller,4,1,1,33,6,1,79,2024-09-24 23:38:02,hybrid,1,2024-09-24 23:38:02,0,80,0.27272727272727276,0,23,1,9,3,Spring,1,0
-mzHVBYhHiTlF3ziE1YGeaXc,JIJI-AECC587E0BA1,https://jiji.co.ug/property-warehouse-75---industrial-area-mzHVBYhHiTlF3ziE1YGeaXc,Warehouse 75 - Industrial Area,66260540.0,UGX,5168322.12,luxury,2,0.0,0.72,Property,5,18.0,Land,25,Major City,other_area,2,jiji.co.ug,2,0.25,Ready for immediate pickup. Can deliver within Nairobi area. Cash or M-Pesa accepted.,Kisumu Motors,3,1,0,30,5,1,85,2023-10-18 01:53:38,wayback,2,2023-10-18 01:53:38,0,423,0.06622516556291391,0,1,2,10,4,Spring,1,3
-mZ4w5qjEFUbeuqqQU5TZdGZ,JIJI-96CEE3176C8E,https://jiji.co.ke/electronics-tecno-laptop-4gb-ram---no-warranty-mZ4w5qjEFUbeuqqQU5TZdGZ,Tecno Laptop 4GB RAM - No Warranty,14030.0,KES,14030.0,economy,1,0.0,0.81,Electronics,1,22.0,TVs,35,Roysambu,other_area,2,jiji.co.ke,0,1.0,Urgent sale! Moving out of country. Priced for quick sale. Slightly negotiable.,Premium Items,3,1,0,34,7,1,79,2023-01-06 14:23:29,hybrid,1,2023-01-06 14:23:29,0,707,0.0407055630936228,0,14,4,1,1,Summer,2,0
-muCUbLUZ1jcMwgxfhZG1zVK,JIJI-447704A619B3,https://jiji.co.ke/property-office-space-65m²---eastleigh-cbd-muCUbLUZ1jcMwgxfhZG1zVK,Office Space 65m² - Eastleigh CBD,80678320.0,KES,80678320.0,luxury,2,0.0,11.19,Property,5,18.0,Apartments,1,Kisumu,major_city,1,jiji.co.ke,0,1.0,Genuine property item in excellent condition. Located in Kisumu. Serious buyers only.,Kisumu Motors,3,1,0,33,6,1,85,2024-01-10 11:12:43,hybrid,1,2024-01-10 11:12:43,0,339,0.08130081300813008,0,11,2,1,1,Summer,2,0
-myuZOqtaRRZCvIELlALdHX2,JIJI-F3436F71226A,https://jiji.com.ng/vehicles-nissan-premium---excellent---negotiable-myuZOqtaRRZCvIELlALdHX2,Nissan Premium - Excellent - Negotiable,2937000.0,NGN,249645.0,mid_range,3,0.0,0.71,Vehicles,7,25.0,Trucks,39,Major City,other_area,2,jiji.com.ng,4,0.85,Imported item. Still under warranty. Excellent investment opportunity.,Direct Owner,2,1,0,39,6,1,70,2024-02-25 03:56:48,wayback,2,2024-02-25 03:56:48,0,293,0.09287925696594426,1,3,6,2,1,Summer,2,1
-mTZYY1f88HaobMrUdhS6OKW,JIJI-BE9C4527CB42,https://jiji.co.za/jobs-shirt---like-new-mTZYY1f88HaobMrUdhS6OKW,Shirt - Like New,121780.0,ZAR,949884.0,premium,4,0.0,39.83,Jobs,4,8.0,IT & Software,22,Major City,other_area,2,jiji.co.za,3,0.65,Well maintained it & software. Reason for selling: upgrading. All documents available.,Quality Goods KE,4,1,1,16,4,1,86,2022-01-24 07:03:58,hybrid,1,2022-01-24 07:03:58,0,1055,0.027649769585253458,0,7,0,1,1,Summer,2,4
-mqwN0cSW2o3dG5CtaAjNOnl,JIJI-C1A8F170088E,https://jiji.co.za/home & garden-skirt---fair-mqwN0cSW2o3dG5CtaAjNOnl,Skirt - Fair,180000.0,ZAR,1404000.0,premium,4,141249.70951354993,154.64,Home & Garden,3,10.0,Garden,19,Major City,other_area,2,jiji.co.za,3,0.65,Genuine home & garden item in excellent condition. Located in Major City. Serious buyers only.,Eldoret Electronics,2,1,0,12,3,1,94,2022-03-15 21:38:05,hybrid,1,2022-03-15 21:38:05,0,1004,0.029013539651837523,0,21,1,3,1,Autumn,0,4
-m2v1ZW5TbFfuQJEKWIvbl0T,JIJI-F5779A120A50,https://jiji.co.ug/jobs-skirt---good-m2v1ZW5TbFfuQJEKWIvbl0T,Skirt - Good,84790.0,UGX,6613.62,economy,1,0.0,0.28,Jobs,4,8.0,Marketing,28,Major City,other_area,2,jiji.co.ug,2,0.25,Well maintained marketing. Reason for selling: upgrading. All documents available.,Amazon Export,2,1,0,12,3,1,82,2022-05-21 20:08:00,common_crawl,0,2022-05-21 20:08:00,0,937,0.031023784901758014,1,20,5,5,2,Autumn,0,3
-mVLMblqrrgwKINH07ABBQPg,JIJI-E7D80EFA4710,https://jiji.co.tz/home & garden-skirt---mint-mVLMblqrrgwKINH07ABBQPg,Skirt - Mint,39620.0,TZS,2099.86,budget,0,47.279883856610454,0.23,Home & Garden,3,10.0,Decor,13,Major City,other_area,2,jiji.co.tz,1,0.35,Genuine home & garden item in excellent condition. Located in Major City. Serious buyers only.,Direct Owner,2,1,0,12,3,1,94,2023-11-14 01:24:13,wayback,2,2023-11-14 01:24:13,0,396,0.07042253521126761,0,1,1,11,4,Spring,1,2
-mzSXlJjpWPcKpNyZFRb9G0A,JIJI-6D60D2690606,https://jiji.co.ug/electronics-gaming-pc---rtx-4070---like-new-mzSXlJjpWPcKpNyZFRb9G0A,Gaming PC - RTX 4070 - Like New,350000.0,UGX,27300.0,economy,1,2851.8833564945558,1.57,Electronics,1,22.0,Mobile Phones,29,Major City,other_area,2,jiji.co.ug,2,0.25,Price negotiable. Call or WhatsApp for more details. Delivery available within Major City.,Best Price Kenya,5,1,1,31,8,1,90,2023-03-18 08:16:01,common_crawl,0,2023-03-18 08:16:01,0,637,0.04497751124437781,1,8,5,3,1,Autumn,0,3
-mUuxKV9mBVTy8CCMLF4DB1E,JIJI-52E664F00E81,https://jiji.co.ug/jobs-pants---like-new-mUuxKV9mBVTy8CCMLF4DB1E,Pants - Like New,74780.0,UGX,5832.84,economy,1,0.0,0.24,Jobs,4,8.0,IT & Software,22,Major City,other_area,2,jiji.co.ug,2,0.25,Urgent sale! Moving out of country. Priced for quick sale. Slightly negotiable.,Jumia Seller,1,1,0,16,4,1,79,2023-02-28 15:08:48,wayback,2,2023-02-28 15:08:48,0,654,0.043859649122807015,0,15,1,2,1,Summer,2,3
-mbR4mj6M3hVRyrVpQtLYVGH,JIJI-927D749E50C2,https://jiji.com.ng/electronics-infinix-laptop-4gb-ram---no-warranty-mbR4mj6M3hVRyrVpQtLYVGH,Infinix Laptop 4GB RAM - No Warranty,68520.0,NGN,5824.2,economy,1,0.0,0.34,Electronics,1,22.0,Mobile Phones,29,Major City,other_area,2,jiji.com.ng,4,0.85,Urgent sale! Moving out of country. Priced for quick sale. Slightly negotiable.,Kenyan Seller,3,1,0,36,7,1,79,2024-05-21 10:24:41,wayback,2,2024-05-21 10:24:41,0,207,0.12658227848101264,0,10,1,5,2,Autumn,0,1
-mzsVaY8jr3PdPqRHglZQg6t,JIJI-69EB2E3E9A56,https://jiji.co.ug/vehicles-honda-pro-silver---well-maintained-mzsVaY8jr3PdPqRHglZQg6t,Honda Pro Silver - Well Maintained,2360380.0,UGX,184109.64,mid_range,3,0.0,0.52,Vehicles,7,25.0,Cars,8,Major City,other_area,2,jiji.co.ug,2,0.25,Well maintained cars. Reason for selling: upgrading. All documents available.,Best Price Kenya,0,0,0,34,6,1,77,2022-02-23 22:25:44,wayback,2,2022-02-23 22:25:44,0,1024,0.028462998102466795,0,22,2,2,1,Summer,2,3
-mp3ooDWcQROFDoEMOQvXFs7,JIJI-B2ACAC0592D8,https://jiji.co.tz/fashion-sports-kit-bmw-complete-set-mp3ooDWcQROFDoEMOQvXFs7,Sports Kit BMW Complete Set,56530.0,TZS,2996.09,budget,0,0.0,0.74,Fashion,2,12.0,Shoes,33,Major City,other_area,2,jiji.co.tz,1,0.35,Urgent sale! Moving out of country. Priced for quick sale. Slightly negotiable.,Amazon Export,3,1,0,27,5,1,79,2023-09-30 16:59:30,wayback,2,2023-09-30 16:59:30,0,440,0.06382978723404256,1,16,5,9,3,Spring,1,2
-mMrwcNmohrQ5EtKnPOP7GeF,JIJI-50D0CCF4FE82,https://jiji.co.tz/services-pants---mint-mMrwcNmohrQ5EtKnPOP7GeF,Pants - Mint,26980.0,TZS,1429.94,budget,0,0.0,0.53,Services,6,3.0,Training,37,Major City,other_area,2,jiji.co.tz,1,0.35,Top quality item at fair price. No time wasters please. View in Major City.,Nairobi Deals,7,1,1,12,3,1,75,2022-08-10 17:39:58,hybrid,1,2022-08-10 17:39:58,0,856,0.03386004514672686,0,17,2,8,3,Winter,3,2
-mz9tw69euwMeK0iHIUIYrJv,JIJI-BBBF37A74523,https://jiji.co.za/home & garden-pants---excellent-mz9tw69euwMeK0iHIUIYrJv,Pants - Excellent,19450.0,ZAR,151710.0,mid_range,3,0.0,16.71,Home & Garden,3,10.0,Garden,19,Major City,other_area,2,jiji.co.za,3,0.65,Ready for immediate pickup. Can deliver within Nairobi area. Cash or M-Pesa accepted.,Jumia Seller,8,1,1,17,3,1,85,2023-03-20 22:13:48,hybrid,1,2023-03-20 22:13:48,0,634,0.045180722891566265,0,22,0,3,1,Autumn,0,4
-mx6lnYPvVuwjWngh09c7AWi,JIJI-84805619752F,https://jiji.co.ke/vehicles-bmw-5-series---excellent---low-mileage-mx6lnYPvVuwjWngh09c7AWi,BMW 5 Series - Excellent - Low Mileage,1734480.0,KES,1734480.0,premium,4,226380.57643634308,4.9,Vehicles,7,25.0,Trucks,39,Nakuru,major_city,1,jiji.co.ke,0,1.0,Genuine vehicles item in excellent condition. Located in Nakuru. Serious buyers only.,Kenyan Seller,3,1,0,38,8,1,85,2024-05-06 14:37:30,wayback,2,2024-05-06 14:37:30,0,221,0.1195219123505976,0,14,0,5,2,Autumn,0,0
-mJIb552tYXX7kTWT9hQUDlS,JIJI-1F88A3A88353,https://jiji.co.tz/property-1bedroom-townhouse---gated-community-mJIb552tYXX7kTWT9hQUDlS,1Bedroom Townhouse - Gated Community,28758420.0,TZS,1524196.26,premium,4,0.0,0.21,Property,5,18.0,Apartments,1,Major City,other_area,2,jiji.co.tz,1,0.35,Brand new condition. Bought recently but no longer needed. First to see will buy.,Eldoret Electronics,5,1,1,36,5,1,81,2022-02-22 23:26:40,common_crawl,0,2022-02-22 23:26:40,0,1025,0.028436018957345974,0,23,1,2,1,Summer,2,2
-mrrWGinCZjHAB3qrhIZMwDW,JIJI-E692E52F2D69,https://jiji.co.ug/property-commercial-space-43ft²---high-traffic-mrrWGinCZjHAB3qrhIZMwDW,Commercial Space 43ft² - High Traffic,43949330.0,UGX,3428047.74,premium,4,0.0,0.48,Property,5,18.0,Commercial,12,Major City,other_area,2,jiji.co.ug,2,0.25,Brand new condition. Bought recently but no longer needed. First to see will buy.,Best Price Kenya,4,1,1,37,6,1,81,2024-09-09 07:16:15,hybrid,1,2024-09-09 07:16:15,0,96,0.23809523809523808,0,7,0,9,3,Spring,1,3
-mciXqDQXnnMHFfMPr2VWYEq,JIJI-1B32C222D3DA,https://jiji.co.tz/services-jacket---mint-mciXqDQXnnMHFfMPr2VWYEq,Jacket - Mint,32120.0,TZS,1702.36,budget,0,0.0,0.63,Services,6,3.0,Beauty,4,Major City,other_area,2,jiji.co.tz,1,0.35,Genuine services item in excellent condition. Located in Major City. Serious buyers only.,Nairobi Deals,2,1,0,13,3,1,89,2023-08-20 09:43:24,wayback,2,2023-08-20 09:43:24,0,482,0.05859375,1,9,6,8,3,Winter,3,2
-muoHoP0b156Mb4KPJ1TqDpF,JIJI-9FD8D85FE37E,https://jiji.co.tz/property-3-bedroom-house-in-ngara---garden-muoHoP0b156Mb4KPJ1TqDpF,3 Bedroom House in Ngara - Garden,65325260.0,TZS,3462238.78,premium,4,514148.0613317008,0.48,Property,5,18.0,Office,31,Major City,other_area,2,jiji.co.tz,1,0.35,Well maintained office. Reason for selling: upgrading. All documents available.,Jumia Seller,5,1,1,33,7,1,79,2023-07-20 16:34:56,wayback,2,2023-07-20 16:34:56,0,512,0.055350553505535055,0,16,3,7,3,Winter,3,2
-mGBBc0L0FCMopjAvzqpL2Q2,JIJI-0211C8CF0DCA,https://jiji.co.ug/fashion-traditional-attire---wedding-wear-mGBBc0L0FCMopjAvzqpL2Q2,Traditional Attire - Wedding Wear,6970.0,UGX,543.66,budget,0,0.0,0.13,Fashion,2,12.0,Jewelry,23,Major City,other_area,2,jiji.co.ug,2,0.25,Genuine fashion item in excellent condition. Located in Major City. Serious buyers only.,Eldoret Electronics,2,1,0,33,5,1,88,2023-09-09 15:53:09,common_crawl,0,2023-09-09 15:53:09,0,461,0.06109979633401222,1,15,5,9,3,Spring,1,3
-mN5jQ6MQ5Dz9Y3QMAjMPcNQ,JIJI-452DC64A76A1,https://jiji.co.ke/home & garden-skirt---mint-mN5jQ6MQ5Dz9Y3QMAjMPcNQ,Skirt - Mint,128130.0,KES,128130.0,mid_range,3,0.0,14.11,Home & Garden,3,10.0,Decor,13,Eldoret,major_city,1,jiji.co.ke,0,1.0,Imported item. Still under warranty. Excellent investment opportunity.,Nakuru Properties,3,1,0,12,3,1,70,2024-10-01 13:13:38,wayback,2,2024-10-01 13:13:38,0,73,0.29126213592233013,0,13,1,10,4,Spring,1,0
-mpxZGLRlA3fZ0Zk3SpUeOIN,JIJI-B1090AE7F60C,https://jiji.co.za/vehicles-honda-standard-red---well-maintained-mpxZGLRlA3fZ0Zk3SpUeOIN,Honda Standard Red - Well Maintained,3249500.0,ZAR,25346100.0,luxury,2,0.0,71.58,Vehicles,7,25.0,Spare Parts,34,Major City,other_area,2,jiji.co.za,3,0.65,Imported item. Still under warranty. Excellent investment opportunity.,Kisumu Motors,1,1,0,36,6,1,70,2022-10-08 10:45:46,common_crawl,0,2022-10-08 10:45:46,0,798,0.036231884057971016,1,10,5,10,4,Spring,1,4
-mPKlsYJvRqfBmrZMmAYNCkQ,JIJI-9A1CFBB78A92,https://jiji.co.ug/electronics-xiaomi-camera-premium---professional-grade-mPKlsYJvRqfBmrZMmAYNCkQ,Xiaomi Camera Premium - Professional Grade,322090.0,UGX,25123.02,economy,1,0.0,1.45,Electronics,1,22.0,Audio,2,Major City,other_area,2,jiji.co.ug,2,0.25,Brand new condition. Bought recently but no longer needed. First to see will buy.,Nairobi Deals,4,1,1,42,6,1,81,2023-10-28 14:32:17,wayback,2,2023-10-28 14:32:17,0,412,0.06787330316742082,1,14,5,10,4,Spring,1,3
-m3KCuzYBQiL1JyIHQurvcLg,JIJI-F3E4BF917D98,https://jiji.co.za/property-vacant-plot-eastleigh---near-main-road-m3KCuzYBQiL1JyIHQurvcLg,Vacant Plot Eastleigh - Near Main Road,66697860.0,ZAR,520243308.0,luxury,2,0.0,72.19,Property,5,18.0,Apartments,1,Major City,other_area,2,jiji.co.za,3,0.65,Genuine property item in excellent condition. Located in Major City. Serious buyers only.,Trust Dealer Kenya,1,1,0,38,7,1,89,2024-07-06 09:26:43,wayback,2,2024-07-06 09:26:43,0,161,0.15706806282722513,1,9,5,7,3,Winter,3,4
-my0QbOOGjuDaNv7q5yQ0iUg,JIJI-18443EAC2A36,https://jiji.co.ke/electronics-lg-speaker-system---bluetooth-5.0-my0QbOOGjuDaNv7q5yQ0iUg,LG Speaker System - Bluetooth 5.0,256790.0,KES,256790.0,mid_range,3,0.0,14.78,Electronics,1,22.0,Laptops,26,Meru,other_area,2,jiji.co.ke,0,1.0,Price negotiable. Call or WhatsApp for more details. Delivery available within Meru.,Trust Dealer Kenya,2,1,0,33,6,1,84,2024-01-23 15:48:05,wayback,2,2024-01-23 15:48:05,0,325,0.08450704225352113,0,15,1,1,1,Summer,2,0
-mIyboNMpY5lbChhmDWgFYGc,JIJI-B5B0786B92D2,https://jiji.co.tz/jobs-pants---like-new-mIyboNMpY5lbChhmDWgFYGc,Pants - Like New,211330.0,TZS,11200.49,economy,1,0.0,0.47,Jobs,4,8.0,Education,16,Major City,other_area,2,jiji.co.tz,1,0.35,Urgent sale! Moving out of country. Priced for quick sale. Slightly negotiable.,Kisumu Motors,5,1,1,16,4,1,79,2023-04-04 15:18:21,common_crawl,0,2023-04-04 15:18:21,0,619,0.046224961479198766,0,15,1,4,2,Autumn,0,2
